0.47476,0.44749,0
0.48,0.43746,0
0.67274,0.79716,1
0.65629,0.79238,1
0.71,0.85449,0
0.61009,0.68486,0
0.70583,0.85717,0
0.70217,0.85359,0
0.55877,0.61193,0
0.79086,0.99612,1
0.6852,0.83013,1
0.83,1.05432,1
0.68,0.82162,1
0.83649,1.05841,1
0.83291,1.05309,0
0.6035,0.6999,0
0.76443,0.94293,0
0.80904,0.99277,1
0.88,1.0423,1
0.95183,1.02296,1
0.95287,1.01568,0
0.96,0.94981,1
0.86,0.92663,1
0.92,0.91075,0
0.955,0.89068,1
0.98846,0.90597,0
0.93038,0.86342,0
0.82073,0.80178,0
0.88826,0.86561,1
0.87,0.87783,1
0.86784,0.87936,0
0.78,0.79209,1
0.85496,0.88799,1
0.85213,0.90092,1
0.77111,0.791,1
0.77348,0.79649,1
0.86,0.97334,1
0.80712,0.86382,1
0.88,0.999,1
0.88,1.01716,1
0.77,0.78988,0
0.74609,0.81569,1
0.47303,0.48315,0
0.53449,0.57126,0
0.53,0.57113,0
0.85236,0.90651,0
0.8201,0.85298,0
0.72,0.78786,0
0.47,0.45679,0
0.47,0.44256,1
0.47,0.44831,1
0.47,0.44381,1
0.474,0.42715,0
0.51,0.50659,0
0.51,0.50005,0
0.53,0.54903,1
0.52575,0.52371,0
0.53933,0.56442,0
0.54134,0.57504,0
0.58,0.65728,0
0.52239,0.50839,0
0.52805,0.51656,0
0.53,0.52757,0
0.695,0.84305,0
0.73722,0.92055,1
0.71993,0.88161,1
0.72148,0.89336,0
0.61486,0.68322,0
0.67056,0.81422,1
0.77925,0.9883,0
0.77639,0.98321,1
0.79026,0.99544,1
0.80701,1.01923,1
0.81,1.02234,1
0.78021,0.99077,1
0.62964,0.71354,0
0.81,1.02156,1
0.72652,0.88913,1
0.55945,0.61129,0
0.60991,0.68384,1
0.63972,0.74527,0
0.69,0.84162,0
0.69,0.84347,0
0.69124,0.8523,0
0.69994,0.8556,1
0.70006,0.86005,1
0.70551,0.8711,1
0.7001,0.85243,1
0.70387,0.86769,0
0.81825,1.03423,1
0.66,0.77633,1
0.66038,0.78068,1
0.82,1.03518,1
0.79,0.99273,1
0.79527,0.99485,1
0.75,0.9319,1
0.68063,0.81854,1
0.69766,0.84277,1
0.70134,0.84627,1
0.86019,1.07797,1
0.85816,1.07633,1
0.83028,1.05117,0
0.83,1.04801,1
0.60869,0.70216,0
0.6423,0.75337,1
0.83249,1.04261,0
0.82952,1.03479,1
0.76584,0.94232,0
0.82,1.01746,1
0.88929,1.0933,0
0.86008,1.05036,0
0.83,0.99645,0
0.83882,1.01894,0
0.83815,1.01597,0
0.84,1.01635,0
0.83833,1.01338,1
0.83853,1.01027,1
0.83738,1.00369,1
0.82068,0.98953,1
0.92645,1.04115,1
0.8894,1.03461,0
0.9,1.03185,0
0.92358,1.019,0
0.90783,0.99829,0
0.8751,0.96027,0
0.91333,0.97989,0
0.94,0.93146,1
0.94947,0.92627,1
0.95394,0.9188,1
0.87889,0.90705,1
0.88222,0.87785,0
0.89033,0.87635,0
0.91945,0.89892,0
0.90571,0.86884,0
0.9147,0.87264,1
0.94643,0.88321,1
0.94598,0.88024,0
0.92453,0.85916,0
0.88261,0.83813,1
0.94346,0.84841,1
0.91757,0.84265,0
0.91102,0.84456,0
0.93,0.85781,1
0.93947,0.88172,1
0.8687,0.83887,1
0.90291,0.88098,0
0.88,0.86504,1
0.9,0.86031,0
0.81723,0.79687,1
0.81444,0.79637,1
0.81446,0.80003,1
0.87,0.88062,1
0.87704,0.87932,1
0.8684,0.88237,0
0.86,0.87187,0
0.86,0.87834,0
0.78,0.78966,1
0.78,0.79178,1
0.8,0.82263,1
0.80107,0.82632,1
0.86,0.97244,1
0.88,0.99802,1
0.87162,1.01323,1
0.87,1.01327,1
0.84639,0.90514,1
0.82836,0.88935,1
0.82096,0.91024,1
0.82736,0.93138,1
0.85012,0.98097,0
0.89,1.03475,1
0.83213,0.94715,1
0.76654,0.84788,1
0.78667,0.87553,1
0.78646,0.87795,1
0.74719,0.81688,1
0.74,0.81099,1
0.74,0.81294,1
0.81605,0.91178,1
0.81,0.9084,0
0.48,0.44394,0
0.60076,0.67762,0
0.85136,1.03828,1
0.8591,1.0444,1
0.85046,1.02738,1
0.88187,0.88382,1
0.8,0.78778,1
0.85,0.89319,1
0.8,0.85548,0
0.87173,1.01513,1
0.82978,1.05002,1
0.65723,0.76841,1
0.66466,0.78034,1
0.507,0.53405,1
0.47,0.45468,0
0.47,0.4445,1
0.47,0.44548,1
0.48,0.43875,1
0.48,0.43952,0
0.48,0.43777,1
0.48772,0.46365,0
0.54398,0.57713,0
0.62979,0.70462,1
0.69879,0.8403,0
0.63709,0.72951,0
0.77669,0.98073,0
0.7711,0.97263,0
0.60004,0.66203,0
0.67,0.79989,0
0.74248,0.91412,1
0.74327,0.91434,1
0.72,0.89442,1
0.75872,0.94702,0
0.64774,0.75379,1
0.66481,0.78164,1
0.87,1.07805,1
0.86011,1.07706,1
0.82034,1.02536,1
0.84537,1.06423,0
0.84355,1.05768,0
0.83958,1.03932,1
0.84,1.03507,0
0.82995,1.00007,1
0.86,0.92209,1
0.93867,0.88336,0
0.91541,0.88193,0
0.85851,0.82927,1
0.90259,0.87318,0
0.90064,0.87257,0
0.87698,0.84577,0
0.87121,0.85734,0
0.88975,0.89073,0
0.87,0.86278,0
0.86006,0.88244,0
0.77249,0.78849,1
0.76822,0.7858,1
0.86,0.98166,1
0.81353,0.88139,1
0.81152,0.87623,1
0.81322,0.88113,1
0.83491,0.9399,0
0.92963,1.00079,0
0.74,0.89876,1
0.92573,1.00011,0
0.89944,0.86594,0
0.47,0.45461,0
0.47,0.46224,0
0.61,0.69243,0
0.85473,1.07515,0
0.8237,0.99267,1
0.91971,0.90534,1
0.87833,0.8325,1
0.93124,0.85972,1
0.77526,0.78404,1
0.88,1.01124,1
0.83277,1.05427,1
0.95,0.88158,1
0.8191,0.79699,0
0.47,0.43665,0
0.47,0.45538,0
0.47,0.44834,1
0.47662,0.44659,0
0.48,0.44331,0
0.48,0.44341,0
0.53912,0.56334,0
0.68,0.80674,0
0.72721,0.90302,1
0.75,0.94074,1
0.75,0.93911,1
0.63152,0.70775,0
0.63434,0.71761,0
0.7007,0.85448,0
0.69322,0.84495,1
0.78512,0.99707,1
0.79,0.99776,1
0.79178,1.00009,1
0.54315,0.58485,0
0.68402,0.83203,1
0.68647,0.82661,0
0.81487,1.0275,0
0.83551,1.04839,1
0.85554,1.07478,1
0.70645,0.85059,1
0.83008,1.04218,1
0.81032,0.9941,0
0.81,0.98845,1
0.87,1.06707,1
0.9539,1.01753,0
0.88325,0.89473,1
0.87372,0.87449,0
0.97,0.89944,1
0.98,0.87643,1
0.87549,0.83049,1
0.93325,0.85518,1
0.93228,0.859,1
0.82,0.80331,1
0.7781,0.791,0
0.84974,0.90875,1
0.88,1.01313,0
0.89,1.03784,1
0.75,0.83817,1
0.68,0.83923,0
0.78207,0.78283,1
0.99847,0.91207,0
0.50892,0.52486,0
0.48,0.43852,1
0.53,0.54501,1
0.52,0.50311,0
0.53383,0.53657,0
0.8,1.00297,0
0.68791,0.84516,1
0.72101,0.89312,1
0.82122,1.0452,0
0.82067,1.04204,1
0.66,0.7815,1
0.66,0.78238,1
0.73456,0.913,1
0.75009,0.93561,1
0.83,1.02665,0
0.8511,1.06828,0
0.83,1.00262,1
0.83,1.00472,1
0.8,0.88944,1
0.74,0.81415,0
0.74,0.8107,1
0.57684,0.61616,0
0.53,0.54985,1
0.54291,0.56729,1
0.6781,0.82505,0
0.82988,1.05234,0
0.72722,0.90739,1
0.68364,0.83382,1
0.82,1.02129,1
0.76699,0.94888,0
0.90789,1.07457,0
0.83511,1.03623,1
0.94095,0.92884,1
0.96899,0.84804,1
0.93495,0.85437,1
0.88398,0.86515,0
0.83055,0.93575,1
0.83,0.94142,1
0.78,0.8728,1
0.50884,0.7015,1
0.50022,0.72684,1
0.51,0.72967,1
0.5,0.75598,1
0.50078,0.75339,0
0.57573,0.86111,1
0.53,0.71796,0
0.52,0.68762,0
0.51716,0.592,0
0.52,0.58944,0
0.52042,0.59416,0
0.49,0.58146,0
0.50041,0.75883,1
0.5035,0.80489,1
0.49602,0.78619,0
0.50815,0.54551,0
0.49,0.58045,0
0.51,0.71554,1
0.5,0.76949,1
0.51,0.56509,0
0.52,0.54123,0
0.51929,0.57232,0
0.51,0.74584,1
0.5708,0.84501,1
0.46,0.46566,1
0.46,0.46646,0
0.47,0.48387,1
0.47,0.4861,0
0.47,0.48462,1
0.48,0.50944,0
0.47084,0.49398,1
0.47157,0.49643,1
0.48016,0.4908,0
0.48004,0.50878,0
0.49,0.57635,0
0.49,0.57224,1
0.49271,0.51485,1
0.49,0.51845,1
0.49957,0.61794,0
0.49,0.55236,1
0.49,0.56043,1
0.49,0.56538,1
0.49,0.56836,1
0.49,0.57115,1
0.49,0.61023,0
0.49174,0.63549,0
0.5,0.65395,0
0.49258,0.63407,0
0.5,0.66559,0
0.51,0.65287,1
0.50154,0.72117,0
0.51027,0.65757,1
0.51,0.7081,0
0.51,0.72536,1
0.51,0.74032,1
0.50053,0.74396,0
0.5,0.7635,0
0.50376,0.75196,1
0.5,0.76284,1
0.52,0.76126,0
0.51,0.75035,1
0.515,0.75803,1
0.5,0.79735,0
0.52636,0.80102,1
0.49306,0.77381,0
0.5,0.81564,0
0.49997,0.78183,0
0.50185,0.76248,0
0.4972,0.77626,0
0.52354,0.84144,0
0.53322,0.8511,0
0.52392,0.886,1
0.52944,0.88801,1
0.53434,0.88994,1
0.57,0.8326,0
0.53,0.71525,1
0.53,0.71483,0
0.53434,0.75807,0
0.54,0.7688,1
0.54,0.76727,0
0.53,0.70925,0
0.53,0.71325,0
0.53,0.71508,0
0.53,0.72609,1
0.53778,0.73575,1
0.53,0.6806,1
0.53,0.67542,0
0.53047,0.67783,0
0.52,0.61501,1
0.51,0.5646,0
0.51679,0.59277,0
0.51852,0.59462,0
0.52844,0.56206,0
0.51,0.55968,0
0.52924,0.56091,0
0.52,0.55057,0
0.47238,0.51858,0
0.5699,0.70222,0
0.56921,0.6959,0
0.54579,0.64788,0
0.52701,0.54487,0
0.47,0.48817,1
0.56135,0.68541,0
0.54895,0.65401,0
0.54065,0.64017,0
0.5358,0.62652,0
0.5318,0.61682,0
0.59628,0.76182,1
0.49084,0.50774,1
0.49,0.55047,1
0.49,0.5552,1
0.49757,0.61454,1
0.5,0.63319,1
0.49,0.61185,0
0.5,0.65972,0
0.49313,0.63804,1
0.49,0.65828,0
0.5,0.75962,0
0.50437,0.76147,1
0.50967,0.74812,1
0.52,0.74445,0
0.51,0.74256,1
0.52,0.88609,1
0.49471,0.78774,0
0.52789,0.87989,1
0.53,0.88342,1
0.52232,0.84424,0
0.52215,0.84168,0
0.5134,0.77131,0
0.52,0.75699,0
0.51933,0.75113,0
0.5,0.753,0
0.53,0.71304,1
0.53,0.67394,1
0.52365,0.65446,1
0.52128,0.54155,0
0.51552,0.54129,1
0.47091,0.49715,1
0.5,0.51765,1
0.51,0.74483,1
0.51,0.75287,1
0.5,0.76093,1
0.5,0.79399,0
0.49523,0.7885,0
0.54439,0.8877,1
0.54446,0.88722,1
0.53,0.72492,1
0.53,0.71977,1
0.52,0.64025,0
0.54,0.67385,0
0.53,0.54511,1
0.49,0.55895,1
0.50876,0.73449,0
0.52,0.66907,0
0.46092,0.47125,1
0.49217,0.51926,1
0.49,0.59416,0
0.49,0.59161,0
0.5,0.63953,0
0.50104,0.73611,0
0.51,0.72738,1
0.51,0.72979,1
0.5,0.75086,1
0.5,0.75496,1
0.505,0.76815,1
0.4909,0.78209,0
0.49165,0.77947,0
0.52,0.86345,1
0.5093,0.76839,0
0.51,0.76884,0
0.52322,0.841,1
0.54,0.77385,1
0.54,0.7723,0
0.53,0.71473,0
0.53,0.72565,1
0.52,0.67133,1
0.53,0.68133,1
0.50759,0.5453,0
0.53872,0.63484,0
0.72912,0.51767,1
0.70129,0.54547,0
0.71581,0.49693,0
0.69426,0.55285,0
0.6652,0.55132,0
0.66449,0.5512,0
0.66645,0.54784,0
0.65695,0.55647,0
0.66058,0.5511,0
0.68028,0.5731,0
0.71976,0.52324,1
0.67535,0.58004,0
0.62345,0.59084,0
0.62,0.59694,1
0.70676,0.53859,0
0.65937,0.5662,0
0.62845,0.58716,1
0.61406,0.59594,0
0.6111,0.59877,1
